station_complex_id,pop_latest,pop_slope,pop_growth_ratio,pop_first_year,pop_last_year,n_years
627,3706.65952,57.1322699,1.416588352,2013,2024,12
628,6358.254074,-424.3885823,0.716465987,2013,2024,12
629,4181.146426,135.1669759,1.495886818,2013,2024,12
630,4775.248488,-109.8006226,0.874060753,2013,2024,12
635,980.7946581,24.60291263,1.629048516,2013,2024,12
636,3583.028804,324.0520769,5.804704528,2013,2024,12
IBX_1,5158.906551,135.5392558,1.243051968,2013,2024,12
IBX_10,2117.555614,-91.98192885,0.752916447,2013,2024,12
IBX_11,2800.957905,10.87496128,1.010393314,2013,2024,12
IBX_12,1463.072257,-8.773713467,0.835870915,2013,2024,12
IBX_13,3783.177993,284.2469832,2.359283709,2013,2024,12
IBX_14,3028.616427,-9.408490635,0.927631903,2013,2024,12
IBX_15,3287.319461,3.208207626,1.121032962,2013,2024,12
IBX_16,3675.377083,-56.64898315,0.851025925,2013,2024,12
IBX_17,3787.459129,-18.35271541,0.784129993,2013,2024,12
IBX_18,6731.532155,-67.42547675,0.903906283,2013,2024,12
IBX_19,2.559605573,0.029782945,1.040723982,2013,2024,12
IBX_2,1967.517693,2.619675586,0.965503561,2013,2024,12
IBX_3,2079.569186,5.108210244,0.965107729,2013,2024,12
IBX_4,332.5686586,-3.120767921,1.332478968,2013,2024,12
IBX_5,4618.57321,-45.10581237,0.958810448,2013,2024,12
IBX_6,623.9792127,1.165634453,1.035910457,2013,2024,12
IBX_7,3980.040567,29.22315444,1.154003038,2013,2024,12
IBX_8,2507.802267,12.38808648,1.250442785,2013,2024,12
IBX_9,3099.487162,6.542829486,1.161878216,2013,2024,12
